iter	Passed	Remaining
210	8700	32534
211	8737	32476
212	8779	32440
213	8826	32418
214	8861	32356
215	8899	32300
216	8935	32240
217	8971	32180
218	9010	32133
219	9052	32094
220	9093	32054
221	9150	32067
222	9200	32055
223	9233	31988
224	9272	31937
225	9312	31893
226	9356	31861
227	9391	31799
228	9436	31771
229	9484	31753
230	9520	31692
231	9555	31631
232	9610	31635
233	9647	31581
234	9701	31580
235	9738	31525
236	9774	31469
237	9828	31466
238	9871	31431
239	9909	31380
240	9952	31343
241	10000	31322
242	10043	31286
243	10114	31338
244	10154	31293
245	10194	31246
246	10240	31220
247	10275	31158
248	10326	31144
249	10389	31167
250	10433	31133
251	10487	31128
252	10538	31116
253	10588	31099
254	10636	31075
255	10684	31052
256	10740	31052
257	10789	31029
258	10860	31073
259	10913	31062
260	10963	31042
261	11011	31016
262	11059	30992
263	11112	30979
264	11156	30944
265	11202	30912
266	11268	30936
267	11309	30889
268	11358	30865
269	11417	30868
270	11457	30821
271	11500	30781
272	11547	30750
273	11582	30688
274	11622	30641
275	11671	30616
276	11724	30603
277	11769	30567
278	11826	30563
279	11878	30543
280	11918	30495
281	11954	30437
282	11994	30388
283	12033	30337
284	12077	30299
285	12113	30240
286	12153	30193
287	12190	30137
288	12224	30074
289	12260	30016
290	12312	29997
291	12358	29964
292	12402	29926
293	12439	29870
294	12472	29808
295	12511	29756
296	12551	29709
297	12607	29700
298	12641	29637
299	12713	29663
300	12752	29614
301	12786	29552
302	12831	29515
303	12869	29464
304	12901	29398
305	12933	29332
306	12971	29280
307	13008	29227
308	13069	29227
309	13110	29180
310	13154	29142
311	13196	29099
312	13225	29029
313	13277	29006
314	13310	28946
315	13345	28887
316	13379	28827
317	13418	28777
318	13474	28765
319	13513	28715
320	13548	28657
321	13595	28626
322	13631	28571
323	13670	28522
324	13711	28477
325	13747	28423
326	13785	28372
327	13836	28348
328	13871	28291
329	13907	28236
330	13943	28181
331	13978	28125
332	14012	28067
333	14050	28016
334	14086	27962
335	14120	27905
336	14172	27881
337	14217	27846
338	14250	27785
339	14283	27725
340	14336	27706
341	14389	27684
342	14436	27652
343	14484	27622
344	14526	27579
345	14577	27554
346	14623	27519
347	14667	27479
348	14709	27437
349	14755	27403
350	14790	27347
351	14845	27329
352	14891	27293
353	14934	27254
354	14975	27209
355	15017	27166
356	15062	27129
357	15104	27087
358	15148	27048
359	15193	27009
360	15265	27020
361	15299	26964
362	15333	26906
363	15378	26870
364	15408	26806
365	15462	26785
366	15498	26731
367	15548	26702
368	15580	26643
369	15626	26607
370	15672	26571
371	15705	26514
372	15750	26476
373	15792	26432
374	15850	26417
375	15899	26386
376	15939	26339
377	15984	26301
378	16024	26257
379	16068	26216
380	16104	26164
381	16153	26133
382	16197	26093
383	16256	26077
384	16311	26055
385	16381	26057
386	16457	26068
387	16497	26022
388	16561	26012
389	16610	25979
390	16656	25942
391	16699	25901
392	16745	25863
393	16781	25811
394	16820	25763
395	16868	25728
396	16901	25671
397	16942	25626
398	16990	25591
399	17024	25537
400	17091	25529
401	17130	25482
402	17169	25434
403	17220	25405
404	17270	25372
405	17309	25325
406	17374	25314
407	17417	25272
408	17471	25246
409	17515	25204
410	17558	25163
411	17593	25109
412	17640	25072
413	17686	25034
414	17724	24984
415	17763	24937
416	17809	24898
417	17863	24872
418	17906	24829
419	17942	24778
420	17995	24749
421	18035	24702
422	18100	24690
423	18135	24636
424	18173	24588
425	18220	24550
426	18262	24507
427	18300	24458
428	18336	24405
429	18370	24351
430	18411	24306
431	18445	24252
432	18499	24225
433	18552	24195
434	18594	24151
435	18637	24109
436	18679	24065
437	18739	24044
438	18801	24026
439	18839	23977
440	18887	23941
441	18936	23906
442	18978	23862
443	19028	23828
444	19089	23808
445	19147	23784
446	19200	23753
447	19254	23723
448	19297	23681
449	19358	23659
450	19398	23613
451	19464	23599
452	19511	23560
453	19593	23563
454	19643	23529
455	19690	23490
456	19729	23441
457	19778	23405
458	19821	23362
459	19882	23340
460	19919	23289
461	19957	23240
462	19996	23192
463	20032	23141
464	20075	23097
465	20124	23061
466	20193	23047
467	20236	23003
468	20275	22956
469	20310	22902
470	20348	22854
471	20395	22815
472	20430	22763
473	20471	22717
474	20514	22674
475	20546	22618
476	20581	22566
477	20617	22515
478	20659	22470
479	20692	22417
480	20737	22375
481	20779	22331
482	20812	22277
483	20860	22239
484	20901	22194
485	20939	22146
486	20974	22094
487	21012	22046
488	21047	21993
489	21079	21940
490	21115	21889
491	21152	21839
492	21209	21811
493	21242	21758
494	21279	21709
495	21319	21663
496	21366	21624
497	21402	21574
498	21445	21531
499	21480	21480
500	21518	21432
501	21562	21391
502	21602	21345
503	21636	21292
504	21688	21258
505	21732	21216
506	21799	21197
507	21859	21171
508	21892	21118
509	21928	21068
510	21964	21018
511	22004	20972
512	22038	20921
513	22085	20882
514	22123	20834
515	22153	20780
516	22190	20731
517	22228	20683
518	22271	20640
519	22305	20589
520	22343	20542
521	22375	20489
522	22422	20450
523	22458	20401
524	22497	20354
525	22530	20303
526	22563	20251
527	22605	20208
528	22640	20158
529	22714	20143
530	22760	20102
531	22795	20053
532	22850	20020
533	22885	19971
534	22928	19928
535	22970	19884
536	23006	19836
537	23038	19784
538	23072	19733
539	23110	19687
540	23147	19638
541	23179	19587
542	23214	19537
543	23253	19492
544	23296	19449
545	23328	19398
546	23367	19351
547	23402	19302
548	23435	19252
549	23477	19208
550	23551	19191
551	23602	19155
552	23647	19115
553	23688	19070
554	23724	19022
555	23773	18984
556	23828	18951
557	23897	18929
558	23936	18883
559	23972	18835
560	24015	18792
561	24051	18744
562	24091	18699
563	24129	18653
564	24169	18608
565	24218	18570
566	24254	18522
567	24296	18479
568	24350	18444
569	24383	18394
570	24417	18345
571	24458	18301
572	24491	18251
573	24549	18219
574	24593	18177
575	24636	18135
576	24673	18087
577	24713	18043
578	24749	17995
579	24794	17954
580	24834	17910
581	24892	17877
582	24936	17836
583	24994	17804
584	25031	17757
585	25076	17716
586	25115	17670
587	25156	17626
588	25199	17584
589	25272	17561
590	25316	17520
591	25359	17477
592	25395	17430
593	25446	17393
594	25480	17343
595	25525	17302
596	25572	17262
597	25622	17224
598	25663	17180
599	25702	17135
600	25738	17087
601	25776	17041
602	25828	17004
603	25863	16956
604	25925	16926
605	25963	16880
606	26007	16838
607	26062	16803
608	26122	16771
609	26170	16732
610	26210	16687
611	26247	16640
612	26283	16593
613	26325	16550
614	26365	16504
615	26399	16456
616	26436	16410
617	26483	16369
618	26522	16325
619	26585	16294
620	26631	16253
621	26663	16203
622	26694	16153
623	26747	16117
624	26779	16067
625	26814	16020
626	26855	15975
627	26902	15935
628	26938	15889
629	26982	15846
630	27020	15801
631	27058	15755
632	27114	15720
633	27172	15686
634	27206	15638
635	27256	15599
636	27300	15557
637	27335	15510
638	27370	15463
639	27413	15420
640	27451	15374
641	27483	15325
642	27545	15293
643	27581	15246
644	27615	15199
645	27652	15153
646	27710	15118
647	27744	15070
648	27775	15022
649	27825	14982
650	27863	14937
651	27916	14900
652	27973	14864
653	28026	14827
654	28065	14782
655	28106	14738
656	28147	14695
657	28192	14653
658	28228	14606
659	28270	14563
660	28307	14517
661	28347	14473
662	28400	14435
663	28440	14391
664	28472	14343
665	28519	14302
666	28551	14254
667	28594	14211
668	28628	14164
669	28667	14119
670	28709	14076
671	28747	14031
672	28782	13984
673	28814	13936
674	28849	13890
675	28906	13854
676	28963	13818
677	28997	13771
678	29043	13730
679	29082	13685
680	29122	13641
681	29161	13597
682	29204	13554
683	29236	13507
684	29274	13461
685	29308	13415
686	29347	13371
687	29381	13324
688	29424	13281
689	29467	13238
690	29505	13194
691	29548	13151
692	29587	13107
693	29619	13060
694	29654	13013
695	29690	12968
696	29735	12926
697	29771	12880
698	29813	12838
699	29854	12794
700	29894	12750
701	29944	12711
702	29985	12668
703	30017	12620
704	30048	12573
705	30099	12534
706	30132	12487
707	30167	12442
708	30208	12398
709	30257	12358
710	30301	12316
711	30346	12275
712	30393	12234
713	30431	12189
714	30468	12144
715	30506	12100
716	30540	12054
717	30573	12007
718	30619	11966
719	30654	11921
720	30686	11874
721	30722	11829
722	30773	11790
723	30806	11744
724	30842	11698
725	30896	11660
726	30940	11618
727	30977	11573
728	31011	11528
729	31048	11483
730	31085	11439
731	31120	11393
732	31157	11349
733	31191	11303
734	31222	11257
735	31260	11213
736	31301	11170
737	31335	11124
738	31368	11078
739	31406	11034
740	31439	10988
741	31474	10944
742	31522	10903
743	31555	10857
744	31587	10811
745	31622	10766
746	31656	10721
747	31688	10675
748	31722	10630
749	31759	10586
750	31796	10542
751	31835	10498
752	31868	10453
753	31906	10409
754	31946	10366
755	31980	10321
756	32016	10277
757	32059	10235
758	32089	10189
759	32122	10143
760	32171	10103
761	32211	10060
762	32249	10017
763	32281	9971
764	32314	9926
765	32353	9883
766	32387	9838
767	32423	9794
768	32466	9752
769	32515	9712
770	32560	9670
771	32603	9628
772	32634	9583
773	32670	9539
774	32718	9499
775	32751	9454
776	32798	9413
777	32833	9369
778	32878	9327
779	32921	9285
780	32976	9246
781	33008	9201
782	33038	9156
783	33091	9117
784	33127	9073
785	33159	9028
786	33201	8985
787	33237	8942
788	33271	8897
789	33314	8855
790	33357	8813
791	33389	8768
792	33428	8726
793	33463	8681
794	33496	8637
795	33530	8593
796	33574	8551
797	33611	8508
798	33643	8463
799	33675	8418
800	33712	8375
801	33747	8331
802	33798	8291
803	33837	8249
804	33889	8209
805	33939	8168
806	33976	8125
807	34012	8082
808	34047	8038
809	34082	7994
810	34119	7951
811	34151	7906
812	34181	7862
813	34231	7821
814	34264	7777
815	34299	7734
816	34343	7692
817	34386	7650
818	34419	7606
819	34454	7563
820	34490	7519
821	34545	7480
822	34585	7438
823	34621	7394
824	34660	7352
825	34692	7308
826	34741	7267
827	34781	7225
828	34815	7181
829	34850	7138
830	34885	7094
831	34939	7055
832	35035	7023
833	35083	6982
834	35125	6940
835	35164	6898
836	35218	6858
837	35260	6816
838	35298	6773
839	35336	6730
840	35375	6688
841	35418	6646
842	35457	6603
843	35494	6560
844	35535	6518
845	35591	6478
846	35624	6435
847	35663	6392
848	35701	6349
849	35735	6306
850	35775	6263
851	35812	6220
852	35849	6178
853	35882	6134
854	35915	6090
855	35962	6049
856	35996	6006
857	36031	5963
858	36071	5920
859	36118	5879
860	36156	5837
861	36206	5796
862	36249	5754
863	36290	5712
864	36331	5670
865	36375	5628
866	36413	5585
867	36461	5544
868	36506	5503
869	36554	5462
870	36593	5419
871	36637	5377
872	36672	5334
873	36704	5291
874	36745	5249
875	36778	5206
876	36816	5163
877	36863	5122
878	36906	5080
879	36941	5037
880	36982	4995
881	37023	4953
882	37061	4910
883	37126	4871
884	37171	4830
885	37207	4787
886	37265	4747
887	37311	4705
888	37360	4664
889	37395	4621
890	37434	4579
891	37468	4536
892	37523	4496
893	37585	4456
894	37621	4413
895	37660	4371
896	37704	4329
897	37739	4286
898	37794	4246
899	37836	4204
900	37880	4162
901	37922	4120
902	37969	4078
903	38004	4035
904	38044	3993
905	38083	3951
906	38119	3908
907	38157	3866
908	38201	3824
909	38246	3782
910	38285	3740
911	38321	3697
912	38365	3655
913	38416	3614
914	38464	3573
915	38498	3530
916	38537	3488
917	38574	3445
918	38625	3404
919	38677	3363
920	38715	3320
921	38753	3278
922	38801	3236
923	38836	3194
924	38874	3151
925	38915	3109
926	38957	3067
927	38994	3025
928	39034	2983
929	39075	2941
930	39119	2899
931	39169	2857
932	39238	2817
933	39283	2775
934	39336	2734
935	39382	2692
936	39430	2651
937	39477	2609
938	39514	2566
939	39562	2525
940	39603	2483
941	39660	2441
942	39703	2399
943	39757	2358
944	39790	2315
945	39847	2274
946	39888	2232
947	39929	2190
948	39982	2148
949	40072	2109
950	40143	2068
951	40189	2026
952	40239	1984
953	40297	1943
954	40348	1901
955	40394	1859
956	40438	1816
957	40493	1775
958	40555	1733
959	40610	1692
960	40662	1650
961	40702	1607
962	40744	1565
963	40800	1523
964	40839	1481
965	40894	1439
966	40962	1397
967	41017	1355
968	41056	1313
969	41101	1271
970	41138	1228
971	41192	1186
972	41247	1144
973	41278	1101
974	41322	1059
975	41366	1017
976	41414	974
977	41453	932
978	41503	890
979	41546	847
980	41584	805
981	41635	763
982	41674	720
983	41724	678
984	41773	636
985	41805	593
986	41840	551
987	41882	508
988	41921	466
989	41967	423
990	42016	381
991	42063	339
992	42102	296
993	42150	254
994	42198	212
995	42250	169
996	42316	127
997	42385	84
998	42444	42
999	42483	0
