iter	Logloss
777	0.3804952097
778	0.3804522043
779	0.3804195078
780	0.3803809265
781	0.3803610299
782	0.380309414
783	0.3802749911
784	0.3802304557
785	0.380172034
786	0.3801223095
787	0.3800770661
788	0.3800552117
789	0.3800052306
790	0.3799560686
791	0.3799176616
792	0.3798965581
793	0.3798421634
794	0.3797863072
795	0.3797541933
796	0.3797164675
797	0.3796887281
798	0.3796218951
799	0.379589722
800	0.3795610104
801	0.3795231536
802	0.3794736254
803	0.3794404056
804	0.3794155835
805	0.3793650787
806	0.3793307214
807	0.3793051293
808	0.3792684494
809	0.3792273021
810	0.3791783241
811	0.379139443
812	0.3791009022
813	0.3790449086
814	0.3790096255
815	0.3789675295
816	0.3789204459
817	0.3788807886
818	0.3788496384
819	0.3788014768
820	0.378772922
821	0.3787297036
822	0.3786933841
823	0.3786464294
824	0.3786074122
825	0.3785793821
826	0.3785339494
827	0.3784963931
828	0.3784497252
829	0.3783966935
830	0.3783608381
831	0.3783272664
832	0.3782992136
833	0.3782596229
834	0.3782341693
835	0.3781856017
836	0.3781456858
837	0.3781084344
838	0.3780714868
839	0.3780325676
840	0.3780025528
841	0.377955478
842	0.3779325205
843	0.3779043584
844	0.3778734824
845	0.3778449287
846	0.3778029284
847	0.3777583591
848	0.3777330081
849	0.3777109836
850	0.377691206
851	0.3776562602
852	0.3776306531
853	0.3775931395
854	0.3775485415
855	0.3775077932
856	0.3774523409
857	0.3774089861
858	0.3773628254
859	0.3773320638
860	0.377294986
861	0.3772595229
862	0.377233291
863	0.37719421
864	0.3771625007
865	0.3771356394
866	0.3771001583
867	0.3770485039
868	0.3770288347
869	0.376973441
870	0.3769376654
871	0.3768981483
872	0.3768531225
873	0.3768281769
874	0.3767870005
875	0.3767485228
876	0.376710286
877	0.3766564837
878	0.3766324255
879	0.3765920523
880	0.3765530609
881	0.3764983165
882	0.3764665936
883	0.3764301573
884	0.3764000159
885	0.3763531117
886	0.3763172672
887	0.3762811977
888	0.3762316149
889	0.3761953264
890	0.3761625028
891	0.3761223685
892	0.3760851737
893	0.3760386501
894	0.3760073247
895	0.3759584956
896	0.3759214913
897	0.3758865465
898	0.3758304921
899	0.375794936
900	0.3757723476
901	0.3756891978
902	0.3756463885
903	0.3756212259
904	0.3755906952
905	0.3755685421
906	0.3755192089
907	0.375471348
908	0.3754227906
909	0.3753818892
910	0.3753416494
911	0.3753067704
912	0.3752755176
913	0.3752493187
914	0.3752072064
915	0.3751827534
916	0.3751453792
917	0.3750943338
918	0.3750614239
919	0.3750261562
920	0.3749985691
921	0.3749618631
922	0.3749392995
923	0.3749160587
924	0.3748818177
925	0.3748389939
926	0.3748082205
927	0.3747758494
928	0.3747416923
929	0.3746943177
930	0.3746523413
931	0.3746260029
932	0.3745900115
933	0.3745540008
934	0.3745268857
935	0.3744769135
936	0.3744327296
937	0.3743873623
938	0.374351185
939	0.374313428
940	0.3742678737
941	0.3742464895
942	0.374213159
943	0.3741633472
944	0.3741240229
945	0.3740945463
946	0.3740542673
947	0.3740124723
948	0.3739835113
949	0.3739337292
950	0.3739028547
951	0.3738785992
952	0.3738409823
953	0.3737908173
954	0.3737452038
955	0.373701735
956	0.3736578039
957	0.3736108108
958	0.3735780424
959	0.3735142032
960	0.3734644302
961	0.3734215065
962	0.3733931124
963	0.3733437712
964	0.3733136026
965	0.3732858056
966	0.3732608839
967	0.3732320066
968	0.3731704388
969	0.3731273038
970	0.3731025473
971	0.3730684768
972	0.3730360656
973	0.3730193358
974	0.372991856
975	0.3729476875
976	0.3729061533
977	0.3728512858
978	0.3728240983
979	0.3727962438
980	0.3727403339
981	0.3727086542
982	0.3726761253
983	0.372644958
984	0.3726277397
985	0.3726006814
986	0.372557097
987	0.3725186491
988	0.3724712341
989	0.3724308786
990	0.3723963421
991	0.37237252
992	0.3723438593
993	0.3723123627
994	0.3722566707
995	0.3722185124
996	0.3721696635
997	0.3721371121
998	0.3721047547
999	0.3720759221
